rank,name,value
80,"Mark Price",4863
81,"Gail Goodrich",4805
82,"Vince Carter",4714
83,"Brad Davis",4709
84,"Paul Pierce",4708
85,"Fat Lever",4696
86,"Wilt Chamberlain",4643
87,"Joe Dumars",4612
88,"Jason Williams",4611
89,"Gus Williams",4597
90,"Jeff Teague",4585
91,"Jamal Crawford",4541
92,"Hal Greer",4540
93,"Sherman Douglas",4536
94,"Jameer Nelson",4508
95,"Randy Smith",4487
96,"Giannis Antetokounmpo",4484
97,"Brevin Knight",4481
98,"Dennis Schröder",4438
99,"Terrell Brandon",4407
100,"Goran Dragić",4405
101,"Calvin Murphy",4402
102,"Kyrie Irving",4364
103,"Ray Allen",4361
104,"Alex English",4351
105,"Spud Webb",4342
106,"Jay Humphries",4339
107,"Vern Fleming",4293
108,"Grant Hill",4252
109,"Kirk Hinrich",4245
109,"Eric Snow",4245
111,"Luka Dončić",4230
112,"Tim Duncan",4225
113,"Charles Barkley",4215
114,"Richie Guerin",4211
115,"Michael Adams",4209
116,"Dick McGuire",4205
117,"Danny Ainge",4199
118,"Rory Sparrow",4192
119,"Pooh Richardson",4180
120,"Tracy McGrady",4161
121,"David Wesley",4159
122,"Reggie Miller",4141
123,"Bill Russell",4100
124,"Jo Jo White",4095
125,"Kenny Smith",4073
126,"Rick Barry",4017
127,"Alvan Adams",4012
128,"Manu Ginóbili",4001
129,"Mo Williams",3990
130,"John Bagley",3980
131,"Jimmy Butler",3957
132,"Jarrett Jack",3952
133,"Kemba Walker",3938
134,"Alvin Robertson",3929
135,"Pau Gasol",3925
136,"Brian Shaw",3918
137,"Ron Harper",3916
138,"Devin Booker",3908
139,"Michael Ray Richardson",3899
140,"Scott Skiles",3881
141,"Walter Davis",3878
142,"Earl Watson",3871
143,"Devin Harris",3869
144,"Johnny Moore",3866
145,"Monta Ellis",3856
146,"Detlef Schrempf",3833
147,"T.J. McConnell",3829
148,"Wes Unseld",3822
149,"Derek Fisher",3804
150,"Lou Williams",3789
151,"Ray Williams",3779
152,"Derrick Rose",3770
153,"D.J. Augustin",3761
154,"Andy Phillip",3759
155,"Sam Lacey",3754
156,"Al Horford",3745
157,"Paul Pressey",3715
158,"Luke Ridnour",3713
159,"De'Aaron Fox",3707
160,"Larry Drew",3702
161,"D'Angelo Russell",3690
162,"Boris Diaw",3684
163,"Michael Cooper",3666
164,"Latrell Sprewell",3664
165,"Dirk Nowitzki",3651
166,"Elgin Baylor",3650
167,"Sedale Threatt",3613
168,"Nicolas Batum",3612
169,"Reggie Jackson",3606
170,"Earl Monroe",3594
171,"Paul Westphal",3591
172,"Pete Maravich",3563
173,"Walt Hazzard",3555
174,"Lamar Odom",3554
175,"Eric Bledsoe",3545
175,"Darren Collison",3545
177,"Vlade Divac",3541
178,"Jalen Rose",3527
179,"Chris Webber",3526
180,"Anfernee Hardaway",3525
180,"Ricky Sobers",3525
182,"Paul George",3502
183,"Archie Clark",3498
184,"Jack Sikma",3488
185,"Steve Francis",3473
186,"Chris Mullin",3450
187,"Steve Blake",3446
188,"Bradley Beal",3442
189,"Eddie Johnson",3436
190,"Carmelo Anthony",3422
191,"Mitch Richmond",3398
192,"Darrell Armstrong",3394
193,"Johnny Davis",3368
194,"Mike Newlin",3364
195,"Allen Leavell",3339
196,"Jamaal Tinsley",3330
197,"World B. Free",3319
198,"Ty Lawson",3316
199,"Bimbo Coles",3313
200,"CJ McCollum",3298
201,"John Johnson",3285
202,"Darrell Walker",3276
203,"J.J. Barea",3270
204,"Michael Finley",3245
205,"Khris Middleton",3242
206,"Domantas Sabonis",3240
206,"Jerry Stackhouse",3240
208,"Julius Erving",3224
209,"Charles Oakley",3217
210,"Larry Costello",3215
211,"Vinnie Johnson",3212
212,"Rafer Alston",3202
213,"Tyus Jones",3181
214,"Lucius Allen",3174
215,"Antoine Walker",3170
216,"Fred Brown",3160
216,"Slater Martin",3160
218,"Spencer Dinwiddie",3153
219,"Brandon Jennings",3151
220,"Gerald Henderson",3141
221,"Tom Henderson",3136
222,"Richard Hamilton",3125
223,"Fred VanVleet",3121
224,"Toni Kukoč",3119
225,"Quinn Buckner",3114
226,"Foots Walker",3111
227,"Julius Randle",3108
228,"Clifford Robinson",3094
229,"John Starks",3085
230,"Phil Ford",3083
231,"Marcus Smart",3080
231,"Darnell Valentine",3080
233,"Dolph Schayes",3072
234,"Dick Van Arsdale",3060
235,"Hakeem Olajuwon",3058
236,"Blake Griffin",3055
237,"Jamal Murray",3044
237,"Ish Smith",3044
239,"Elfrid Payton",3034
240,"Shaquille O'Neal",3026
241,"Nikola Vučević",3025
242,"Jeff Mullins",3023
243,"Gary Grant",3013
244,"Bob Lanier",3007
245,"Lionel Hollins",3006
246,"Greg Anthony",2997
246,"Johnny Dawkins",2997
248,"Marc Gasol",2996
249,"Doug Christie",2992
250,"Rolando Blackman",2981
251,"Anthony Mason",2963
252,"Tom Gola",2962
253,"Jalen Brunson",2952
254,"Tyrese Haliburton",2947
255,"Kendall Gill",2945
256,"Howard Komives",2941
257,"Gordon Hayward",2940
258,"Antonio Daniels",2934
259,"Bob Weiss",2931
260,"Donovan Mitchell",2928
261,"Steve Smith",2922
262,"Don Buse",2920
263,"Vernon Maxwell",2912
264,"Dave Cowens",2910
265,"Gilbert Arenas",2909
266,"K.C. Jones",2908
267,"Brent Barry",2892
267,"Carl Braun",2892
269,"Mark Aguirre",2871
270,"Bernard King",2863
271,"Hersey Hawkins",2860
272,"Darius Garland",2859
273,"Beno Udrih",2858
274,"Tyreke Evans",2852
275,"Jim Jackson",2851
276,"Bob Dandridge",2846
277,"Dana Barros",2837
278,"Hedo Türkoğlu",2832
279,"Adrian Dantley",2830
280,"Eddie Jones",2812
281,"Shai Gilgeous-Alexander",2810
282,"George Hill",2807
282,"Dejounte Murray",2807
282,"Ramon Sessions",2807
285,"Kevin Loughery",2803
286,"Sidney Moncrief",2793
287,"James Worthy",2791
288,"Josh Smith",2789
289,"Dick Snyder",2767
290,"John Paxson",2758
291,"Dan Majerle",2755
292,"Ben Simmons",2754
293,"Rodney McCray",2750
294,"Howard Eisley",2748
295,"Jerry Lucas",2732
296,"Otis Thorpe",2730
297,"Dick Barnett",2729
297,"Byron Scott",2729
299,"Chris Ford",2719
300,"Gerald Wilkins",2697
301,"Charlie Scott",2696
302,"Chris Duhon",2690
303,"Zach LaVine",2684
304,"Slick Watts",2678
305,"Mickey Johnson",2677
305,"Dominique Wilkins",2677
307,"Brian Winters",2674
308,"Lester Conner",2669
309,"Mike Miller",2666
310,"Juwan Howard",2663
311,"Rick Fox",2649
312,"Chuck Person",2645
313,"Isaiah Thomas",2641
314,"Stephen Jackson",2634
315,"Chris Childs",2633
316,"Metta World Peace",2631
317,"Billy Cunningham",2625
318,"Joe Ingles",2623
319,"Gene Shue",2608
320,"Horace Grant",2575
320,"Nate Thurmond",2575
322,"Paul Silas",2572
323,"Phil Smith",2561
324,"Robert Pack",2556
325,"Bill Bridges",2553
326,"Eddie Johnson",2550
327,"Walt Bellamy",2544
328,"Charlie Ward",2539
329,"Bill Bradley",2533
330,"Jim Cleamons",2531
331,"Cory Joseph",2517
332,"Jeff McInnis",2514
333,"Eric Gordon",2511
334,"Geoff Huston",2509
335,"Lindsey Hunter",2506
336,"Marques Johnson",2502
337,"Robert Reid",2500
338,"Dave DeBusschere",2497
338,"Pascal Siakam",2497
340,"T.J. Ford",2495
341,"Vinny Del Negro",2484
342,"Al Attles",2483
342,"Shaun Livingston",2483
344,"Kelvin Ransey",2480
345,"B.J. Armstrong",2479
345,"Derrick White",2479
347,"Frank Johnson",2476
348,"Bob Sura",2474
349,"Kawhi Leonard",2470
349,"Brad Miller",2470
351,"Eric Murdock",2467
352,"Evan Turner",2462
353,"Craig Ehlo",2456
354,"Tobias Harris",2450
355,"Travis Best",2444
356,"David Robinson",2441
357,"Sidney Wicks",2437
358,"Lou Hudson",2432
359,"Jimmy Walker",2429
360,"Ja Morant",2428
361,"Ricky Davis",2426
362,"Winston Garland",2421
363,"Brandon Ingram",2414
363,"Jamal Mashburn",2414
365,"Mario Chalmers",2412
365,"Richard Jefferson",2412
367,"Tayshaun Prince",2406
368,"Elvin Hayes",2398
369,"Chucky Atkins",2396
370,"Larry Nance",2393
371,"Micheal Williams",2385
372,"Clem Haskins",2382
373,"Trevor Ariza",2379
374,"Paul Millsap",2378
375,"Art Williams",2377
376,"Bob Pettit",2369
377,"Anthony Carter",2363
378,"Robert Horry",2343
379,"Paul Seymour",2341
380,"Terry Rozier",2337
381,"Rodney Stuckey",2333
382,"Jayson Tatum",2328
383,"Jordan Clarkson",2307
384,"Jim Paxson",2300
385,"Larry Johnson",2298
386,"Larry Hughes",2290
387,"Jason Richardson",2284
388,"Tom Chambers",2283
389,"Rudy Gay",2280
389,"Jon McGlocklin",2280
391,"Bam Adebayo",2276
392,"Anthony Johnson",2274
393,"David West",2273
394,"Caris LeVert",2264
395,"Karl-Anthony Towns",2263
396,"Otis Birdsong",2260
397,"Henry Bibby",2259
398,"Derrick McKey",2254
399,"Bob Davies",2250
400,"Darwin Cook",2248
401,"Patrick Beverley",2245
402,"Don Ohl",2243
403,"Cliff Hagan",2242
404,"Kevin Love",2240
405,"Jim Barnett",2232
406,"Dee Brown",2227
407,"Herm Gilliam",2225
408,"LaMelo Ball",2224
408,"Christian Laettner",2224
410,"Patrick Ewing",2215
411,"George Gervin",2214
412,"Sam Jones",2209
413,"Kyle Macy",2198
413,"Shawn Marion",2198
415,"Josh Giddey",2197
416,"Armond Hill",2194
417,"Terry Cummings",2190
417,"Mark Olberding",2190
419,"Butch Beard",2189
420,"Mike Dunleavy",2185
421,"Elton Brand",2184
421,"Bill Laimbeer",2184
423,"John Salmons",2183
424,"Robert Parish",2180
425,"Matt Guokas",2174
426,"Jack George",2169
426,"Andrei Kirilenko",2169
428,"Cade Cunningham",2164
429,"Malcolm Brogdon",2156
430,"Jeff Malone",2154
431,"Mychal Thompson",2141
432,"Tom Gugliotta",2140
433,"Thaddeus Young",2135
434,"Jerome Kersey",2134
435,"Aaron McKie",2126
435,"Chet Walker",2126
437,"Purvis Short",2123
438,"Fred Carter",2122
439,"Kyle Korver",2114
440,"Randy Foye",2112
441,"Shareef Abdur-Rahim",2109
442,"Willie Anderson",2105
443,"Kyle Anderson",2104
444,"Johnny Egan",2102
445,"Bill Sharman",2101
446,"Allan Bristow",2098
447,"Glen Rice",2097
448,"Earl Boykins",2092
448,"Rich Kelley",2092
450,"Kelly Tripucka",2090
451,"Nick Anderson",2087
452,"Tom Van Arsdale",2085
453,"Klay Thompson",2084
454,"Derek Anderson",2083
455,"Mahmoud Abdul-Rauf",2079
455,"Ed Macauley",2079
457,"J.R. Smith",2077
458,"LaMarcus Aldridge",2076
459,"Mike James",2075
460,"Junior Bridgeman",2066
461,"Anthony Davis",2065
461,"Mason Plumlee",2065
463,"Danny Manning",2063
464,"Bill Hanzlik",2058
465,"Geoff Petrie",2057
466,"Connie Hawkins",2052
467,"Jamaal Wilkes",2050
468,"Zach Randolph",2049
469,"Luol Deng",2042
469,"Jeremy Lin",2042
471,"Aaron Gordon",2035
472,"Brad Daugherty",2028
473,"Kelly Olynyk",2024
474,"Cuttino Mobley",2015
475,"Patty Mills",2010
476,"Tom Boerwinkle",2007
476,"Caron Butler",2007
478,"Josh Hart",2005
479,"Red Kerr",2004
480,"Rasheed Wallace",1994
481,"Keith Erickson",1991
482,"Allan Houston",1990
483,"Maurice Lucas",1987
484,"Derrick Coleman",1985
484,"George McGinnis",1985
486,"DeMarcus Cousins",1979
487,"Sam Perkins",1975
488,"Victor Oladipo",1970
489,"Mike Gale",1965
489,"Andrew Toney",1965
491,"Jerry Sichting",1962
492,"Sebastian Telfair",1960
493,"George King",1958
494,"Anthony Peeler",1956
495,"Wes Matthews",1955
496,"Jaylen Brown",1953
497,"Bob McAdoo",1951
498,"Larry Siegfried",1950
499,"Wali Jones",1947
500,"Bobby Jackson",1945
501,"Jack McMahon",1939
502,"Andrew Wiggins",1937
503,"Greivis Vásquez",1935
504,"Carlos Boozer",1928
505,"Aaron Brooks",1925
505,"Jerry Sloan",1925
507,"Jacque Vaughn",1919
508,"Kris Dunn",1912
509,"Dell Curry",1909
510,"Joakim Noah",1907
511,"Sean Elliott",1897
512,"Tyrone Corbin",1894
513,"Bobby Jones",1888
514,"Harrison Barnes",1887
515,"Jim Price",1886
516,"Glenn Robinson",1879
517,"Austin Carr",1878
518,"Alvin Williams",1877
519,"Mario Elie",1875
520,"Ben Gordon",1868
521,"Tyrese Maxey",1864
522,"Cedric Maxwell",1862
522,"JJ Redick",1862
524,"Jack Twyman",1861
525,"Herb Williams",1856
526,"Bailey Howell",1853
527,"Mike Bratz",1851
528,"Buddy Hield",1846
529,"Wesley Matthews",1843
530,"Scottie Barnes",1842
530,"Malik Monk",1842
532,"Cazzie Russell",1838
533,"Marcus Camby",1837
534,"Bob Wilkerson",1835
535,"Bobby Wanzer",1830
536,"Anthony Edwards",1826
536,"Ricky Pierce",1826
536,"Nate Robinson",1826
539,"David Lee",1825
540,"Mike Woodson",1822
541,"Mikal Bridges",1821
542,"Coby White",1818
542,"Ron Williams",1818
544,"Will Barton",1817
545,"Lonzo Ball",1814
546,"Jack Marin",1813
547,"Joel Embiid",1808
548,"Damon Jones",1806
549,"Dan Issel",1804
550,"Rex Chapman",1798
551,"Moses Malone",1796
552,"Chris Bosh",1795
553,"Jeff Green",1792
554,"Kentavious Caldwell-Pope",1791
555,"Jon Barry",1784
556,"Artis Gilmore",1777
556,"Brandon Knight",1777
558,"Leandro Barbosa",1775
558,"Xavier McDaniel",1775
560,"Scott Wedman",1771
561,"Craig Hodges",1769
561,"George McCloud",1769
563,"Lee Mayberry",1767
564,"Rashard Lewis",1765
565,"Carlos Arroyo",1761
565,"Antawn Jamison",1761
567,"Evan Fournier",1759
568,"Ennis Whatley",1754
569,"Jack Coleman",1749
570,"Troy Hudson",1748
571,"Dale Ellis",1746
572,"Phil Chenier",1742
573,"Tre Jones",1740
574,"John Long",1738
575,"Bingo Smith",1734
576,"Greg Ballard",1733
577,"Clifford Ray",1728
577,"Collin Sexton",1728
579,"Tyronn Lue",1727
580,"Gerald Wallace",1725
581,"Mike Dunleavy",1723
582,"Rodney Rogers",1722
583,"Nenê",1719
583,"Larry Steele",1719
585,"Shane Battier",1717
586,"Grant Long",1716
587,"Brook Lopez",1712
588,"Michael Carter-Williams",1708
589,"Shawn Kemp",1704
589,"Billy Owens",1704
591,"Em Bryant",1700
592,"Elliot Perry",1699
593,"Adrian Smith",1697
594,"Corey Maggette",1696
595,"Matt Barnes",1691
596,"Matthew Dellavedova",1690
597,"Ron Lee",1688
597,"Johnny Newman",1688
599,"Campy Russell",1684
600,"Dwight Howard",1676
601,"Jerryd Bayless",1674
601,"Danny Young",1674
603,"Bob Harrison",1672
604,"Jordan Poole",1671
605,"Kevin McHale",1670
606,"Kiki Vandeweghe",1668
607,"Bogdan Bogdanović",1667
608,"Paul Arizin",1665
609,"Jusuf Nurkić",1664
610,"P.J. Brown",1661
610,"Billy McKinney",1661
612,"Steve Kerr",1658
613,"Si Green",1655
614,"Al Harrington",1649
615,"Buck Williams",1646
616,"Bucky Bockhorn",1645
617,"Royce O'Neale",1644
618,"Walt Williams",1637
619,"Delon Wright",1636
620,"T.R. Dunn",1631
620,"David Thompson",1631
622,"Kyle Kuzma",1630
623,"Darrell Griffith",1627
624,"Mike Bantom",1623
624,"Eric Money",1623
626,"Lance Stephenson",1621
627,"Dan Roundfield",1620
628,"Immanuel Quickley",1618
628,"Ray Scott",1618
630,"Dave Greenwood",1614
631,"Chris Whitney",1613
632,"James Johnson",1610
633,"Kevin Edwards",1609
633,"Orlando Woolridge",1609
635,"Scott Brooks",1608
636,"O.J. Mayo",1607
637,"Rick Adelman",1606
638,"Alperen Şengün",1605
639,"Keyon Dooling",1601
640,"Marko Jarić",1600
640,"Dennis Rodman",1600
642,"Tyler Herro",1596
643,"Eddie Jordan",1595
644,"Ernie DiGregorio",1594
644,"Tim Hardaway Jr.",1594
646,"Don Chaney",1593
647,"Kevin Huerter",1592
647,"Hot Rod Williams",1592
649,"Bill Walton",1590
650,"Tomáš Satoranský",1586
651,"Cameron Payne",1585
652,"Frank Selvy",1579
653,"Rudy Tomjanovich",1573
654,"Stu Lantz",1566
655,"Stacey Augmon",1561
656,"Jim McMillian",1557
657,"Rudy LaRusso",1556
658,"George Senesky",1553
659,"Andrew Bogut",1546
660,"Sam Vincent",1543
661,"Gus Johnson",1541
662,"Delonte West",1540
663,"Isaiah Rider",1535
664,"Wally Szczerbiak",1532
664,"Trent Tucker",1532
666,"Don Nelson",1526
667,"Mike Riordan",1524
668,"Kevin Porter Jr.",1523
669,"Trey Burke",1522
670,"Alec Burks",1521
671,"Monte Morris",1519
672,"Desmond Bane",1517
672,"Brandon Roy",1517
674,"Flynn Robinson",1516
675,"Vern Mikkelsen",1515
676,"Mike Evans",1514
677,"Austin Rivers",1513
678,"Donte DiVincenzo",1512
679,"Vin Baker",1509
680,"Joe Graboski",1502
681,"Kevin Ollie",1501
682,"James Edwards",1499
683,"Lionel Simmons",1498
684,"Al Bianchi",1497
685,"Reggie Williams",1492
686,"C.J. Watson",1485
687,"Steve Colter",1482
688,"Bob Gross",1481
689,"Dave Corzine",1477
690,"Austin Reaves",1476
690,"Brian Taylor",1476
692,"Darrick Martin",1475
693,"Danilo Gallinari",1469
693,"Jon Sundvold",1469
695,"Dennis Awtrey",1467
696,"RJ Barrett",1465
697,"Josh Richardson",1463
698,"Jim McElroy",1462
699,"Clint Richardson",1461
700,"Lonnie Shelton",1459
701,"Hot Rod Hundley",1455
702,"Jordan Farmar",1453
702,"Paul Neumann",1453
704,"Deni Avdija",1450
705,"Johnny Green",1449
706,"Devonte' Graham",1448
706,"Davion Mitchell",1448
708,"Speedy Claxton",1441
708,"Bo Outlaw",1441
710,"Kenyon Martin",1439
711,"Ben Wallace",1437
712,"Billy Knight",1435
713,"Zaza Pachulia",1433
714,"Marco Belinelli",1429
714,"Bob Kauffman",1429
716,"Slick Leonard",1427
717,"Shelvin Mack",1421
718,"Randy Brown",1420
719,"Ernie Grunfeld",1419
720,"Jim Pollard",1417
721,"James Posey",1413
722,"Jim King",1412
723,"Haywoode Workman",1410
724,"Blue Edwards",1409
725,"Peja Stojaković",1408
726,"Fred Scolari",1406
727,"Leroy Ellis",1405
727,"Darrall Imhoff",1405
729,"A.C. Green",1400
730,"Anfernee Simons",1399
731,"Calbert Cheaney",1398
732,"Dave Wohl",1397
733,"Jared Dudley",1394
734,"Steve Mix",1393
735,"Bill Cartwright",1390
736,"Arron Afflalo",1386
737,"Frank Brickowski",1384
737,"Andrew Nembhard",1384
739,"Miles Bridges",1381
739,"Dennis Smith Jr.",1381
741,"Jonas Valančiūnas",1379
742,"Greg Monroe",1376
742,"David Wingate",1376
744,"Marvin Williams",1373
745,"Jermaine O'Neal",1369
746,"Doug Collins",1368
746,"Larry Foust",1368
748,"Nat Clifton",1367
749,"Ken Norman",1355
749,"DeShawn Stevenson",1355
751,"Courtney Lee",1353
752,"Kevin Martin",1352
753,"Spencer Haywood",1351
754,"Truck Robinson",1348
755,"Al Jefferson",1347
755,"Caldwell Jones",1347
757,"Clarence Weatherspoon",1346
758,"Cole Anthony",1344
758,"Chuck Noble",1344
760,"Michael Redd",1338
761,"Gene Banks",1335
761,"Charlie Criss",1335
763,"Tom Meschery",1331
764,"John Mengelt",1329
765,"Kevin Willis",1328
766,"Tom Heinsohn",1318
767,"Luke Walton",1317
768,"Calvin Natt",1306
769,"Donyell Marshall",1305
770,"Kevin Gamble",1300
770,"Antonio McDyess",1300
772,"Danny Schayes",1299
773,"Thurl Bailey",1298
773,"Mel Hutchins",1298
775,"Dennis Scott",1296
776,"Kerry Kittles",1295
777,"Paolo Banchero",1292
777,"Doug West",1292
779,"Bruce Brown",1291
779,"Payton Pritchard",1291
781,"Alex Caruso",1288
781,"Steve Hawes",1288
783,"Larry Kenon",1287
784,"Jae Crowder",1281
785,"Danny Green",1277
786,"Ron Boone",1273
787,"Jerami Grant",1272
787,"Tim Thomas",1272
789,"Spencer Hawes",1271
790,"Neil Johnston",1269
790,"Garrett Temple",1269
792,"Happy Hairston",1268
793,"Joe Barry Carroll",1264
794,"John Williams",1262
795,"John Battle",1257
795,"Joe Caldwell",1257
797,"Rod Higgins",1254
798,"Rudy Gobert",1251
799,"Corey Brewer",1250
800,"Cliff Robinson",1249
800,"Bonzi Wells",1249
802,"Kevin Grevey",1247
803,"Bobby Phills",1246
804,"George Mikan",1245
805,"Lloyd Walton",1243
806,"Dikembe Mutombo",1240
807,"Bob Boozer",1237
808,"Brent Price",1236
809,"Marcus Morris",1235
810,"Wesley Person",1234
811,"Moochie Norris",1233
812,"Charles Dudley",1230
813,"Eddie Miles",1225
813,"P.J. Tucker",1225
815,"John Drew",1224
816,"Markieff Morris",1221
817,"Gar Heard",1220
818,"Harvey Grant",1219
818,"Luke Kennard",1219
820,"James Silas",1215
820,"Rik Smits",1215
822,"Rod Thorn",1214
822,"Neal Walk",1214
824,"Ollie Johnson",1212
825,"Raja Bell",1208
825,"Harry Gallatin",1208
827,"John Barnhill",1205
827,"Wilson Chandler",1205
829,"Kurt Thomas",1204
830,"Kent Benson",1203
830,"Mike Gminski",1203
830,"Erick Strickland",1203
833,"Killian Hayes",1202
834,"Jim Fox",1201
834,"Chandler Parsons",1201
834,"Randy Wittman",1201
837,"Elden Campbell",1199
838,"Thabo Sefolosha",1196
839,"Bojan Bogdanović",1194
839,"Wayne Embry",1194
839,"Milt Palacio",1194
839,"Luis Scola",1194
843,"Steven Adams",1193
844,"Gary Harris",1192
845,"Quintin Dailey",1188
846,"Andre Drummond",1187
847,"Willis Reed",1186
848,"Will Bynum",1185
848,"Danny Ferry",1185
850,"Johnny McCarthy",1184
851,"Sergio Rodríguez",1183
852,"Chris Morris",1182
853,"Voshon Lenard",1180
853,"Franz Wagner",1180
855,"Rumeal Robinson",1179
856,"Bryant Stith",1178
857,"Jakob Poeltl",1176
858,"Hubert Davis",1172
859,"Albert King",1171
860,"Nickeil Alexander-Walker",1168
861,"Larry Wright",1165
862,"Dion Waiters",1163
863,"Ayo Dosunmu",1161
864,"Kent Bazemore",1154
865,"Reggie Lewis",1153
865,"Red Rocha",1153
867,"Terry Dischinger",1151
868,"Ruben Patterson",1150
869,"Dudley Bradley",1147
870,"Emmanuel Mudiay",1143
871,"Tim Frazier",1142
872,"LaSalle Thompson",1139
873,"Frankie Brian",1138
873,"Lewis Lloyd",1138
873,"Quentin Richardson",1138
876,"Frank Ramsey",1134
877,"Trenton Hassell",1132
878,"Lucious Harris",1130
879,"Anthony Parker",1129
880,"Jay Vincent",1124
881,"Bob Love",1123
882,"Jalen Green",1121
882,"George Lynch",1121
884,"Markelle Fultz",1119
884,"Zion Williamson",1119
886,"Leo Barnhorst",1116
886,"Paul Griffin",1116
888,"Dick Garmaker",1114
888,"Willie Naulls",1114
890,"De'Anthony Melton",1113
891,"M.L. Carr",1112
891,"Eddie House",1112
891,"Don Kojis",1112
894,"Avery Bradley",1105
894,"Jim Washington",1105
894,"Jalen Williams",1105
897,"Mel Counts",1100
898,"Danny Granger",1097
898,"Clyde Lovellette",1097
900,"Ronald Murray",1096
901,"Max Zaslofsky",1093
902,"Morris Peterson",1090
903,"Bruce Bowen",1089
903,"Sam Mitchell",1089
903,"Mehmet Okur",1089
906,"Armen Gilliam",1088
906,"Troy Murphy",1088
908,"Antoine Carr",1086
909,"Bryon Russell",1085
910,"Norman Powell",1084
911,"Rick Mahorn",1082
912,"Dillon Brooks",1081
913,"Dyson Daniels",1080
914,"Jim Chones",1079
915,"Tony Allen",1077
915,"Wayman Tisdale",1077
917,"Sam Bowie",1075
918,"Amir Johnson",1073
919,"Benoit Benjamin",1070
920,"Chris Mills",1063
921,"Maurice Stokes",1062
922,"Oliver Miller",1061
923,"Otto Moore",1060
924,"Arnie Risen",1058
925,"Michael Cage",1057
926,"DeAndre Jordan",1056
927,"E'Twaun Moore",1055
928,"Connie Dierking",1053
929,"Larry Nance Jr.",1051
929,"Taurean Prince",1051
931,"Amar'e Stoudemire",1050
932,"Joe Bryant",1049
932,"Desmond Mason",1049
934,"Jarrett Allen",1048
935,"Dean Meminger",1046
936,"Seth Curry",1045
937,"Billy Paultz",1043
938,"Keyonte George",1041
939,"Terry Tyler",1039
940,"Jim Brewer",1038
940,"Doug Overton",1038
940,"Ralph Sampson",1038
943,"Bill Calhoun",1036
943,"Jalen Johnson",1036
945,"Terry Dehere",1034
946,"Tom Sanders",1026
947,"Tony Delk",1024
948,"Lorenzo Romar",1022
949,"Tony Campbell",1019
950,"Willie Green",1018
950,"Evan Mobley",1018
952,"Vincent Askew",1017
952,"Antonio Davis",1017
954,"Mike Mitchell",1010
954,"Joe Smith",1010
954,"Jalen Suggs",1010
957,"Gerald Henderson",1009
958,"Grayson Allen",1007
958,"Shandon Anderson",1007
960,"Ronnie Lester",1003
960,"Lee Winfield",1003
962,"Jeff Ruland",1002
963,"John Crotty",999
964,"Vladimir Radmanović",998
965,"Kristaps Porziņģis",994
966,"Coby Dietrick",990
966,"Fred Jones",990
966,"Kevon Looney",990
969,"Freddie Boyd",986
969,"Jannero Pargo",986
971,"Tom Owens",984
972,"Norris Cole",981
972,"LaPhonso Ellis",981
974,"Terance Mann",980
975,"Dale Davis",978
975,"Lamond Murray",978
977,"Michael Holton",977
977,"Fred Roberts",977
979,"OG Anunoby",976
979,"P.J. Washington",976
