rank,name,value
978,"James Silas",5060
979,"Matt Geiger",5059
980,"Martell Webster",5056
981,"Cameron Johnson",5055
982,"T.R. Dunn",5033
983,"Dorian Finney-Smith",5032
984,"Ben Simmons",5021
985,"Luguentz Dort",5018
986,"Ben McLemore",5015
987,"Rod Thorn",5012
988,"K.C. Jones",5011
989,"Royce O'Neale",5009
989,"Larry Steele",5009
991,"Malik Rose",5003
992,"Walt Wesley",5002
993,"Thabo Sefolosha",4994
994,"Paul Neumann",4989
995,"Jodie Meeks",4988
996,"Bo Outlaw",4970
997,"Mike McGee",4968
998,"Dwight Powell",4964
999,"Tony Delk",4957
1000,"Malik Sealy",4955
