rank,name,value
434,Blake Griffin,359
434,Rod Higgins,359
437,Calvin Booth,358
438,Nate McMillan,356
438,Marreese Speights,356
440,Trevor Ariza,355
440,Bison Dele,355
440,Rick Fox,355
440,Jahidi White,355
444,Kyle Lowry,353
445,Scot Pollard,352
446,Doc Rivers,351
447,Kelly Oubre Jr.,350
447,Lorenzo Williams,350
449,Charlie Villanueva,349
450,Melvin Turpin,348
451,Matt Geiger,347
451,Richard Jefferson,347
453,Carlos Boozer,346
454,Eric Bledsoe,344
455,Patrick Beverley,343
456,Willie Anderson,342
456,Otto Moore,342
458,Omer Asik,339
458,Bradley Beal,339
458,Drew Eubanks,339
458,Daniel Theis,339
462,Tony Allen,337
462,OG Anunoby,337
462,Kyrie Irving,337
465,Bruce Bowen,336
465,Dante Cunningham,336
467,Willie Cauley-Stein,335
467,Brandon Ingram,335
469,Kevon Looney,332
470,Wendell Carter Jr.,330
470,Dwight Powell,330
470,Cody Zeller,330
473,David Lee,329
473,Roy Tarpley,329
473,Jan van Breda Kolff,329
476,Miles Bridges,328
477,Kenny Gattison,327
478,Eric Gordon,326
479,Leon Douglas,325
480,Mike Dunleavy,324
481,Michael Finley,323
481,Jared Jeffries,323
481,Alvin Robertson,323
484,Tony Massenburg,322
484,Alperen Sengun,322
486,Gordon Hayward,321
486,Billy Owens,321
488,Manu Ginobili,319
488,Lamond Murray,319
490,Stacey Augmon,317
490,Stephen Jackson,317
492,Kevin Duckworth,316
492,Samaki Walker,316
494,Jalen Rose,315
494,John Stockton,315
496,Michael Beasley,314
496,Steve Hawes,314
498,Cuttino Mobley,313
499,Anfernee Hardaway,312
499,Juwan Howard,312
499,Detlef Schrempf,312
502,Shaun Livingston,311
503,Kent Bazemore,309
503,J.J. Hickson,309
503,Kyle Kuzma,309
506,Jeff Foster,308
507,Darrell Arthur,307
507,Paul Mokeski,307
509,Lou Amundson,306
509,Mikki Moore,306
509,Cherokee Parks,306
509,Robert Traylor,306
513,Derek Harper,304
513,Michael Kidd-Gilchrist,304
513,Kevin Seraphin,304
516,Bob Dandridge,303
517,Hersey Hawkins,302
517,Julius Randle,302
517,Bryant Reeves,302
520,Andrew DeClercq,301
520,Sam Mitchell,301
520,Zach Randolph,301
520,Domantas Sabonis,301
520,Scott Wedman,301
520,Jayson Williams,301
526,Mookie Blaylock,300
526,Tim Thomas,300
528,Jaxson Hayes,299
528,Reggie Miller,299
528,Hedo Turkoglu,299
528,Kenny Walker,299
532,James Posey,298
533,Blue Edwards,297
533,Alan Henderson,297
533,Josh Richardson,297
533,Sam Williams,297
537,Mark Aguirre,296
537,Kenny Carr,296
537,Terry Mills,296
537,Patrick Patterson,296
541,Royce O'Neale,295
541,Matisse Thybulle,295
541,Keith Van Horn,295
541,Christian Wood,295
545,Maurice Cheeks,294
545,Troy Murphy,294
547,Ersan Ilyasova,293
547,Malik Rose,293
547,Bill Willoughby,293
550,Danny Ferry,292
551,Todd Day,291
551,Curtis Perry,291
551,Gus Williams,291
554,Toni Kukoc,290
555,Othella Harrington,286
555,Nenad Krstic,286
557,Frank Brickowski,285
557,Joe Kleine,285
557,Gary Payton,285
560,Coby Dietrick,284
560,Sean Elliott,284
562,Justin Holiday,283
563,Stephen Curry,282
563,Anthony Edwards,282
563,George Johnson,282
563,Dino Radja,282
563,Don Reid,282
563,Kemba Walker,282
569,Monta Ellis,281
570,Michael Stewart,278
571,Trevor Booker,277
571,Darnell Hillman,277
571,Jeff Teague,277
571,Richard Washington,277
575,Josh Howard,276
575,Byron Scott,276
575,Kenny Thomas,276
578,Eric Montross,275
578,Steve Smith,275
578,Jason Terry,275
578,Mike Woodson,275
582,Rolando Blackman,274
582,Larry Nance Jr.,274
584,Kentavious Caldwell-Pope,273
585,Will Barton,272
585,Trenton Hassell,272
585,Jordan Hill,272
585,Billy Thompson,272
589,Jamal Crawford,271
589,Dorian Finney-Smith,271
589,Ryan Hollins,271
589,Dorell Wright,271
593,Tyrone Corbin,270
593,Terrence Jones,270
593,Danny Vranes,270
596,Rick Barry,269
596,Jae Crowder,269
598,Danilo Gallinari,268
599,Damian Lillard,267
599,Jeff Ruland,267
601,Corie Blount,266
602,Ollie Johnson,265
602,Glen Rice,265
604,J.R. Reid,264
605,Isaiah Jackson,263
605,Luc Mbah a Moute,263
605,Vladimir Radmanovic,263
605,P.J. Tucker,263
609,Brandon Rush,262
609,Paul Westphal,262
609,Jamaal Wilkes,262
612,Corliss Williamson,261
613,Thomas Bryant,260
613,Joe Johnson,260
615,Precious Achiuwa,259
615,Zach Collins,259
615,Tom Owens,259
615,Bobby Portis,259
615,Maurice Taylor,259
620,Larry Johnson,258
620,George Lynch,258
622,Greg Ballard,256
622,Mike Conley,256
622,Miles Plumlee,256
625,Jaylen Brown,255
625,Francisco Elson,255
625,Larry Hughes,255
625,Ben Simmons,255
629,Aron Baynes,254
629,Torrey Craig,254
629,Jalen Duren,254
629,C.J. Miles,254
629,Mitch Richmond,254
634,Brent Barry,253
634,Vinnie Johnson,253
634,Nick Richards,253
634,Fred Roberts,253
634,Fred VanVleet,253
634,Peyton Watson,253
640,T.R. Dunn,252
640,Udonis Haslem,252
640,Buck Johnson,252
640,Brian Shaw,252
644,Marcus Smart,251
645,Jerry Reynolds,250
646,Ron Brewer,249
646,Ruben Patterson,249
646,Isiah Thomas,249
649,Paul Griffin,248
649,Mike Muscala,248
649,Dale Schlueter,248
649,Michael Smith,248
649,Bill Wennington,248
654,Chris Mills,247
654,Paul Reed,247
654,Jabari Smith Jr.,247
657,David Benoit,246
657,Brandon Clarke,246
657,Al Harrington,246
657,Johnny Newman,246
657,Brad Sellers,246
657,Chris Wilcox,246
657,Jeff Wilkins,246
664,Ray Allen,244
664,Anthony Mason,244
666,Bruce Brown,243
666,Kirk Hinrich,243
666,Lauri Markkanen,243
666,Garrett Temple,243
666,Kiki Vandeweghe,243
671,Darrell Griffith,242
671,Derrick Rose,242
673,Tyler Zeller,241
674,Donovan Clingan,240
674,De'Aaron Fox,240
676,Caris LeVert,239
676,John Salmons,239
678,Phil Chenier,238
678,Dell Curry,238
678,Marcus Morris,238
681,Luka Doncic,237
681,Chuck Hayes,237
683,Buddy Hield,236
683,George McGinnis,236
683,Jamario Moon,236
683,Reggie Theus,236
687,James Hardy,235
687,John Johnson,235
687,Mark Olberding,235
687,Carlos Rogers,235
691,Johan Petro,234
692,Cole Aldrich,233
692,George Hill,233
694,Craig Ehlo,232
694,Greg Stiemsma,232
696,Eduardo Najera,231
696,Terrence Ross,231
698,Alex Caruso,230
698,Devean George,230
698,Bernard King,230
698,Desmond Mason,230
698,Victor Oladipo,230
698,Wesley Person,230
698,Mickaël Pietrus,230
698,Taurean Prince,230
698,Jalen Smith,230
707,Trey Lyles,229
707,Mike Miller,229
709,Nikola Mirotic,228
709,Sidney Moncrief,228
709,Andres Nocioni,228
709,Loy Vaught,228
713,Marquese Chriss,227
713,Andre Miller,227
715,Isaac Austin,226
715,Terrell Brandon,226
715,M.L. Carr,226
715,JaMychal Green,226
715,Jeff Hornacek,226
715,Jamal Murray,226
715,Swen Nater,226
722,Darrell Walker,225
723,Marvin Bagley III,224
723,Anthony Randolph,224
723,Luis Scola,224
723,John Shumate,224
727,Steve Francis,223
727,World B. Free,223
727,Sidney Green,223
727,Jake Tsakalidis,223
731,Corey Brewer,222
731,Tyreke Evans,222
731,Chris Paul,222
734,Kerry Kittles,221
734,Otto Porter Jr.,221
736,Malik Allen,220
736,Junior Bridgeman,220
736,Randy Foye,220
736,Travis Knight,220
740,James Jones,218
740,Jeremy Lamb,218
740,Grant Williams,218
743,Ryan Anderson,217
743,Jay Huff,217
745,Chucky Brown,216
745,Caron Butler,216
745,Austin Croshere,216
745,John Wallace,216
745,Patrick Williams,216
750,Michael Carter-Williams,215
750,Jeff Cook,215
750,Sleepy Floyd,215
750,Rod Strickland,215
750,Anthony Tolliver,215
755,Lavoy Allen,214
755,Michael Porter Jr.,214
757,Matt Bonner,213
757,Courtney Lee,213
759,Howard Porter,212
760,Anthony Avent,211
761,Pete Chilcutt,210
761,Stacey King,210
763,Michael Doleac,209
763,Melvin Ely,209
763,Fat Lever,209
763,Vitaly Potapenko,209
763,Roy Rogers,209
763,D'Angelo Russell,209
763,Tiago Splitter,209
770,Devin Booker,208
770,Gerald Wilkins,208
770,Ray Williams,208
773,Raymond Felton,207
774,Keegan Murray,206
774,Michael Ray Richardson,206
774,Mike Sanders,206
774,Deron Williams,206
778,Zaid Abdul-Aziz,205
778,Dee Brown,205
778,Bill Hanzlik,205
781,Carl Herrera,204
781,Wesley Matthews,204
781,J.R. Smith,204
784,Darwin Cook,203
784,Carl Landry,203
784,Bryon Russell,203
784,Sharone Wright,203
788,Joe Bryant,201
789,Deni Avdija,200
789,Marc Iavaroni,200
789,Herbert Jones,200
789,Jerome Whitehead,200
793,Gerald Green,199
793,Tyrese Haliburton,199
793,Kevin Huerter,199
793,Phil Jackson,199
793,Yves Missi,199
793,Andre Roberson,199
799,Calbert Cheaney,198
799,Malik Monk,198
801,Kevin Edwards,197
801,Chuck Person,197
801,Dennis Scott,197
801,Ish Smith,197
805,Don Chaney,196
805,Albert King,196
805,Alex Sarr,196
808,Mark Bryant,195
808,Jahlil Okafor,195
810,Greg Foster,194
810,Devin Harris,194
810,Josh McRoberts,194
813,John Drew,193
813,Zach LaVine,193
813,Jelani McCoy,193
813,Donovan Mitchell,193
813,Dave Robisch,193
813,Curtis Rowe,193
813,Michael Ruffin,193
820,Nickeil Alexander-Walker,192
820,Chris Ford,192
820,Josh Hart,192
820,Lionel Hollins,192
820,De'Anthony Melton,192
820,Bonzi Wells,192
820,Lou Williams,192
827,Matas Buzelis,191
827,Tom McMillen,191
827,Calvin Natt,191
827,Josh Okogie,191
831,Harrison Barnes,190
831,George McCloud,190
831,Salah Mejri,190
831,Brian Winters,190
835,Doug West,189
836,Lonzo Ball,188
836,Jim Jackson,188
836,Harold Pressley,188
836,Otis Smith,188
836,Delon Wright,188
841,Ricky Davis,187
841,Tim McCormick,187
843,Kris Dunn,185
843,David Harrison,185
843,Toby Knight,185
843,Granville Waiters,185
847,Nemanja Bjelica,184
847,Josh Childress,184
847,Yi Jianlian,184
847,Dominic McGuire,184
847,Hasheem Thabeet,184
847,Evan Turner,184
847,John Williams,184
854,Cedric Ceballos,183
854,Dale Ellis,183
854,Gerald Henderson,183
854,Cory Joseph,183
858,Dennis Awtrey,182
858,Dudley Bradley,182
858,Damian Jones,182
861,Alexis Ajinca,181
861,Terry Porter,181
861,T.J. Warren,181
864,Shandon Anderson,180
864,Scott Burrell,180
864,Eddie Johnson,180
864,John Long,180
868,Cade Cunningham,179
868,Stojko Vrankovic,179
868,Delonte West,179
871,Josh Boone,178
871,Purvis Short,178
873,Victor Alexander,177
873,Darius Bazley,177
873,Luguentz Dort,177
873,Todd MacCulloch,177
877,Kevin Gamble,176
877,Kevin Johnson,176
877,Mitch Kupchak,176
877,Norman Powell,176
877,Earl Watson,176
882,Jeremy Lin,175
882,Derek Smith,175
882,Amen Thompson,175
882,Rudy Tomjanovich,175
886,Gary Trent,174
886,Mark Williams,174
888,Glen Davis,173
888,Bill Garnett,173
888,Adam Keefe,173
888,Thon Maker,173
888,Walter McCarty,173
888,Steve Mix,173
888,Neemias Queta,173
895,Santi Aldama,172
895,John Lambert,172
895,Jay Vincent,172
895,Zion Williamson,172
899,Pat Cummings,171
900,Keith Askins,170
900,Elmore Spencer,170
902,Jonathan Bender,169
902,Mike Brown,169
902,Josh Jackson,169
902,Reggie Johnson,169
902,Major Jones,169
907,Chauncey Billups,168
907,Ausar Thompson,168
909,Marvin Barnes,167
909,Davis Bertans,167
909,Spencer Dinwiddie,167
909,Goran Dragic,167
909,Jared Dudley,167
909,Josh Giddey,167
909,Bingo Smith,167
916,Fred Brown,166
916,Festus Ezeli,166
916,Jalen Suggs,166
916,Jake Voskuhl,166
916,Kenny Williams,166
921,Lindsey Hunter,165
921,Phil Smith,165
923,Allen Iverson,164
923,Aaron McKie,164
923,Terry Rozier,164
923,Shelden Williams,164
927,Sam Cassell,163
927,Keith Closs,163
927,Mike Gale,163
927,Louis Orr,163
931,Rondae Hollis-Jefferson,162
931,John Konchar,162
931,Tyrese Maxey,162
931,Elfrid Payton,162
931,Sean Williams,162
936,Popeye Jones,161
936,Tracy Murray,161
936,Luke Ridnour,161
936,Ricky Sobers,161
936,Jared Sullinger,161
936,David Wesley,161
942,Ron Behagen,160
942,Pat Connaughton,160
942,Khris Middleton,160
942,Zeljko Rebraca,160
942,Wally Szczerbiak,160
942,Martell Webster,160
948,Alec Burks,159
948,Dennis Hopson,159
948,Day'Ron Sharpe,159
948,Al Wood,159
952,Tony Campbell,157
952,Malik Sealy,157
952,Dick Snyder,157
952,Devin Vassell,157
956,Randy Brown,156
956,Shawne Williams,156
956,Jeff Withey,156
959,Larry Kenon,155
959,Isaac Okoro,155
959,Jamaal Tinsley,155
959,Kel'el Ware,155
963,Paolo Banchero,154
963,Desmond Bane,154
963,Khem Birch,154
963,Darvin Ham,154
963,Avery Johnson,154
963,Solomon Jones,154
963,Hakim Warrick,154
970,Bol Bol,153
970,Scott Hastings,153
970,Jonas Jerebko,153
973,Vernon Maxwell,152
973,Chandler Parsons,152
973,Charlie Scott,152
973,Al Thornton,152
977,Walter Berry,151
977,Adem Bona,151
977,DeMarre Carroll,151
977,Nikola Pekovic,151
977,Sam Pellom,151
982,Adrian Dantley,150
982,Connie Hawkins,150
982,Jalen Johnson,150
982,Greg Kelser,150
982,Sonny Parker,150
982,Doug Smith,150
982,Mike Smrek,150
989,Mike Bibby,149
989,Dwight Davis,149
989,Terry Davis,149
989,DerMarr Johnson,149
989,Jarred Vanderbilt,149
994,Gary Harris,148
